tripduration,start station name,start station latitude,start station longitude,end station name,end station latitude,end station longitude
542,Porter Square Station,42.387995,-71.119084,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075
438,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445
254,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,Central Square at Mass Ave / Essex St,42.36507,-71.1031
432,Porter Square Station,42.387995,-71.119084,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075
735,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427
311,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
1259,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516
338,Central Square at Mass Ave / Essex St,42.36507,-71.1031,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445
429,Binney St / Sixth St,42.366095,-71.086388,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
289,MIT at Mass Ave / Amherst St,42.3581,-71.093198,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304350,-71.10057324171070
276,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304350,-71.10057324171070,MIT at Mass Ave / Amherst St,42.3581,-71.093198
1476,Porter Square Station,42.387995,-71.119084,Boston Public Library - 700 Boylston St.,42.349673,-71.077303
1095,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,Mayor Martin J Walsh - 28 State St,42.35892,-71.057629
446,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
426,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
1274,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,Christian Science Plaza,42.343864,-71.085918
539,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
793,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,Porter Square Station,42.387995,-71.119084
479,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,Kendall Street,42.363560158429900,-71.08216792345050
365,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107
1747,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886
645,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427
686,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304350,-71.10057324171070,Cambridge St. at Joy St.,42.361174,-71.065142
331,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025
436,Danehy Park,42.388966,-71.132788,Porter Square Station,42.387995,-71.119084
415,Ames St at Main St,42.3625,-71.08822,Central Square at Mass Ave / Essex St,42.36507,-71.1031
276,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214
306,Ames St at Main St,42.3625,-71.08822,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169
271,Ames St at Main St,42.3625,-71.08822,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169
472,Binney St / Sixth St,42.366095,-71.086388,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
333,Binney St / Sixth St,42.366095,-71.086388,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
233,MIT at Mass Ave / Amherst St,42.3581,-71.093198,Central Square at Mass Ave / Essex St,42.36507,-71.1031
603,Central Square at Mass Ave / Essex St,42.36507,-71.1031,Central Square at Mass Ave / Essex St,42.36507,-71.1031
515,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445
504,EF - North Point Park,42.369885,-71.069957,Binney St / Sixth St,42.366095,-71.086388
472,EF - North Point Park,42.369885,-71.069957,Binney St / Sixth St,42.366095,-71.086388
823,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579
189,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304350,-71.10057324171070
398,Central Square at Mass Ave / Essex St,42.36507,-71.1031,Ames St at Main St,42.3625,-71.08822
196,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304350,-71.10057324171070,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
761,Porter Square Station,42.387995,-71.119084,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412
441,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
484,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473
470,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473
1453,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,EF - North Point Park,42.369885,-71.069957
1454,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768080,-71.11714124679570
1405,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768080,-71.11714124679570
587,Kendall Street,42.363560158429900,-71.08216792345050,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412
1232,EF - North Point Park,42.369885,-71.069957,EF - North Point Park,42.369885,-71.069957
589,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075
890,EF - North Point Park,42.369885,-71.069957,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105
332,Danehy Park,42.388966,-71.132788,Porter Square Station,42.387995,-71.119084
380,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472
746,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768080,-71.11714124679570
1040,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687
1057,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687
571,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,Ames St at Main St,42.3625,-71.08822
386,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,Central Square at Mass Ave / Essex St,42.36507,-71.1031
844,MIT at Mass Ave / Amherst St,42.3581,-71.093198,Washington St. at Lenox St.,42.3348756,-71.0790969
2140,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768080,-71.11714124679570,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768080,-71.11714124679570
1788,Central Square at Mass Ave / Essex St,42.36507,-71.1031,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472
823,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,Central Square at Mass Ave / Essex St,42.36507,-71.1031
786,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,Central Square at Mass Ave / Essex St,42.36507,-71.1031
387,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107
333,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,Central Square at Mass Ave / Essex St,42.36507,-71.1031
584,Porter Square Station,42.387995,-71.119084,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579
503,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427
472,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427
442,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427
453,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427
458,Central Square at Mass Ave / Essex St,42.36507,-71.1031,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214
219,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945
761,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579
615,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304350,-71.10057324171070
62,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169
737,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,EF - North Point Park,42.369885,-71.069957
667,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,EF - North Point Park,42.369885,-71.069957
747,Central Square at Mass Ave / Essex St,42.36507,-71.1031,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025
712,Central Square at Mass Ave / Essex St,42.36507,-71.1031,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025
880,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,Alewife Station at Russell Field,42.396105,-71.139459
400,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
1276,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
743,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107
191,Ames St at Main St,42.3625,-71.08822,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169
400,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,Central Square at Mass Ave / Essex St,42.36507,-71.1031
548,Central Square at Mass Ave / Essex St,42.36507,-71.1031,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105
768,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105
1224,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,TD Garden - Causeway at Portal Park #2,42.366222,-71.059914
1229,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,TD Garden - Causeway at Portal Park #2,42.366222,-71.059914
413,EF - North Point Park,42.369885,-71.069957,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927
293,Central Square at Mass Ave / Essex St,42.36507,-71.1031,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
859,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,Central Square at Mass Ave / Essex St,42.36507,-71.1031
965,MIT at Mass Ave / Amherst St,42.3581,-71.093198,Lechmere Station at Cambridge St / First St,42.370677,-71.076529
487,Central Square at Mass Ave / Essex St,42.36507,-71.1031,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214
174,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579
680,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445
283,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,EF - North Point Park,42.369885,-71.069957
1008,Alewife Station at Russell Field,42.396105,-71.139459,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865
546,Binney St / Sixth St,42.366095,-71.086388,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427
516,Binney St / Sixth St,42.366095,-71.086388,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427
265,MIT at Mass Ave / Amherst St,42.3581,-71.093198,Ames St at Main St,42.3625,-71.08822
267,MIT at Mass Ave / Amherst St,42.3581,-71.093198,Ames St at Main St,42.3625,-71.08822
314,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427
368,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,Central Square at Mass Ave / Essex St,42.36507,-71.1031
455,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075
951,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427
310,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579
322,Central Square at Mass Ave / Essex St,42.36507,-71.1031,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427
257,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945
457,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,Porter Square Station,42.387995,-71.119084
343,Ames St at Main St,42.3625,-71.08822,MIT at Mass Ave / Amherst St,42.3581,-71.093198
305,Ames St at Main St,42.3625,-71.08822,MIT at Mass Ave / Amherst St,42.3581,-71.093198
423,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,Porter Square Station,42.387995,-71.119084
1092,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,Porter Square Station,42.387995,-71.119084
1103,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768080,-71.11714124679570,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768080,-71.11714124679570
185,Binney St / Sixth St,42.366095,-71.086388,Ames St at Main St,42.3625,-71.08822
327,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025
478,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,Binney St / Sixth St,42.366095,-71.086388
466,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,Binney St / Sixth St,42.366095,-71.086388
447,Ames St at Main St,42.3625,-71.08822,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
307,MIT at Mass Ave / Amherst St,42.3581,-71.093198,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304350,-71.10057324171070
670,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,Rindge Avenue - O'Neill Library,42.392766,-71.129042
230,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304350,-71.10057324171070,MIT at Mass Ave / Amherst St,42.3581,-71.093198
422,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,Harvard University Transportation Services - 175 North Harvard St,42.363796,-71.129164
592,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169
447,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,Porter Square Station,42.387995,-71.119084
466,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445
989,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516
210,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304350,-71.10057324171070,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
284,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886
551,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,Ames St at Main St,42.3625,-71.08822
670,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,Kendall Street,42.363560158429900,-71.08216792345050
321,Porter Square Station,42.387995,-71.119084,Danehy Park,42.388966,-71.132788
321,Porter Square Station,42.387995,-71.119084,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865
400,EF - North Point Park,42.369885,-71.069957,Ames St at Main St,42.3625,-71.08822
262,Porter Square Station,42.387995,-71.119084,Danehy Park,42.388966,-71.132788
411,Ames St at Main St,42.3625,-71.08822,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
575,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927
813,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,Boylston St / Washington St,42.352409,-71.062679
256,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
355,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
501,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,Kendall Street,42.363560158429900,-71.08216792345050
448,EF - North Point Park,42.369885,-71.069957,Kendall Street,42.363560158429900,-71.08216792345050
375,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579
519,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886
338,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
336,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
213,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579
148,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,EF - North Point Park,42.369885,-71.069957
336,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
461,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768080,-71.11714124679570
528,EF - North Point Park,42.369885,-71.069957,Binney St / Sixth St,42.366095,-71.086388
187,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105
364,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
308,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,Binney St / Sixth St,42.366095,-71.086388
417,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,Porter Square Station,42.387995,-71.119084
700,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,EF - North Point Park,42.369885,-71.069957
650,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
349,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107
305,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105
112,Ames St at Main St,42.3625,-71.08822,Kendall Street,42.363560158429900,-71.08216792345050
690,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,Kendall Street,42.363560158429900,-71.08216792345050
882,Central Square at Mass Ave / Essex St,42.36507,-71.1031,Porter Square Station,42.387995,-71.119084
858,Central Square at Mass Ave / Essex St,42.36507,-71.1031,Porter Square Station,42.387995,-71.119084
629,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
1626,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,Alewife Station at Russell Field,42.396105,-71.139459
971,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472
633,Kendall Street,42.363560158429900,-71.08216792345050,TD Garden - Causeway at Portal Park #2,42.366222,-71.059914
465,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,Ames St at Main St,42.3625,-71.08822
354,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
147,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169
397,Central Square at Mass Ave / Essex St,42.36507,-71.1031,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445
265,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
463,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,Kendall Street,42.363560158429900,-71.08216792345050
387,Central Square at Mass Ave / Essex St,42.36507,-71.1031,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427
464,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105
333,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
1216,Binney St / Sixth St,42.366095,-71.086388,Aquarium Station - 200 Atlantic Ave.,42.35977,-71.051601
412,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
126,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
374,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,Central Square at Mass Ave / Essex St,42.36507,-71.1031
371,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214
236,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025
1638,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412
461,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473
392,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,Central Square at Mass Ave / Essex St,42.36507,-71.1031
421,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,MIT at Mass Ave / Amherst St,42.3581,-71.093198
472,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,Central Square at Mass Ave / Essex St,42.36507,-71.1031
686,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579
1083,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,Christian Science Plaza,42.343864,-71.085918
886,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927
2960,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768080,-71.11714124679570,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768080,-71.11714124679570
435,Binney St / Sixth St,42.366095,-71.086388,MIT at Mass Ave / Amherst St,42.3581,-71.093198
672,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075
1221,Alewife Station at Russell Field,42.396105,-71.139459,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025
948,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,Boston Public Library - 700 Boylston St.,42.349673,-71.077303
272,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472
1278,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,Christian Science Plaza,42.343864,-71.085918
460,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169
404,Ames St at Main St,42.3625,-71.08822,MIT at Mass Ave / Amherst St,42.3581,-71.093198
142,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579
767,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919031768080,-71.11714124679570
275,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105
198,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214
153,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412
153,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412
896,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,Rindge Avenue - O'Neill Library,42.392766,-71.129042
445,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526
726,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,MIT at Mass Ave / Amherst St,42.3581,-71.093198
1118,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,Christian Science Plaza,42.343864,-71.085918
335,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579
212,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427
1684,Ames St at Main St,42.3625,-71.08822,Ames St at Main St,42.3625,-71.08822
1693,Ames St at Main St,42.3625,-71.08822,Ames St at Main St,42.3625,-71.08822
1490,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579
