borough,zipcode,address,landuse,ownertype,lotarea,bldgarea,latitude,longitude
BK,11225,631 FLATBUSH AVENUE,4,X,2600,9408,40.6579861,-73.9600549
BK,11225,19 WINTHROP STREET,5,X,9608,8799,40.6567920,-73.9595186
BK,11225,23 WINTHROP STREET,2,X,12083,3684,40.6567782,-73.9593348
BK,11225,118 FENIMORE STREET,2,X,4688,13320,40.6579444,-73.9584042
BK,11226,2271 CHURCH AVENUE,8,X,12262,16800,40.6509444,-73.9564192
BK,11226,2170 BEDFORD AVENUE,8,X,8118,7060,40.6510871,-73.9561344
BX,10460,1524 LELAND AVENUE,2,X,3600,13280,40.8385286,-73.8643354
BX,10460,1512 LELAND AVENUE,2,X,3600,13280,40.8381992,-73.8642819
BX,10460,1516 LELAND AVENUE,2,X,3600,13280,40.8383090,-73.8642998
BX,10460,1520 LELAND AVENUE,2,X,3600,13280,40.8384188,-73.8643176
BX,10460,1550 LELAND AVENUE,8,X,3000,3300,40.8393165,-73.8644531
BK,11225,146 LINCOLN ROAD,1,X,5250,3026,40.6608838,-73.9578869
MN,10044,465 MAIN STREET,3,C,52155,144000,40.7597862,-73.9516951
MN,10044, MAIN STREET,4,C,20072,298459,40.7583041,-73.9519597
QN,11362,57-04 MARATHON PARKWAY,8,C,21400,6000,40.7592536,-73.7318379
QN,11362,72-45 DOUGLASTON PARKWAY,8,X,1197900,268500,40.7476554,-73.7334979
MN,10281,250 VESEY STREET,5,X,103028,2084079,40.7140320,-74.0158826
MN,10281,200 VESEY STREET,5,X,82617,2233692,40.7135353,-74.0148688
MN,10282,325 NORTH END AVENUE,3,X,18270,356483,40.7169525,-74.0150103
BX,10462,1745 CASTLE HILL AVENUE,8,X,22884,23568,40.8411201,-73.8534734
MN,10002,309 HENRY STREET,8,X,3404,15275,40.7142815,-73.9823282
MN,10002,269 HENRY STREET,8,X,1962,6045,40.7140814,-73.9843447
MN,10002,305 HENRY STREET,8,X,3593,9476,40.7142650,-73.9824977
MN,10002,287 HENRY STREET,8,C,29915,84888,40.7143502,-73.9830352
MN,10002,605 WATER STREET,3,X,24137,124600,40.7110018,-73.9842733
MN,10002,621 WATER STREET,8,X,16665,60417,40.7110511,-73.9835843
MN,10002,305 MADISON STREET,3,X,53460,136070,40.7134968,-73.9844350
MN,10002,299 HENRY STREET,8,X,5530,16102,40.7142458,-73.9827178
MN,10002,35 MONTGOMERY STREET,3,X,58820,287175,40.7126980,-73.9843883
MN,10002,55 MONTGOMERY STREET,9,X,3673,0,40.7120640,-73.9847203
MN,10002,271 HENRY STREET,9,C,42410,0,40.7142488,-73.9838613
MN,10002,333 MADISON STREET,8,X,18425,16862,40.7136530,-73.9831256
MN,10002,14 JACKSON STREET,3,O,96750,158000,40.7129362,-73.9802617
MN,10002,345 MADISON STREET,3,O,52955,79000,40.7137243,-73.9824618
BX,10475,150 CO-OP CITY BOULEVARD,10,X,162900,296715,40.8730787,-73.8253512
MN,10029,1595 MADISON AVENUE,3,O,104732,170612,40.7942091,-73.9480803
MN,10065,402 EAST 64 STREET,4,X,5021,42700,40.7623445,-73.9593425
MN,10065,1133 YORK AVENUE,8,X,11547,175701,40.7602392,-73.9590045
MN,10065,419 EAST 61 STREET,8,X,12552,5010,40.7605468,-73.9597335
MN,10022,507 EAST 59 STREET,7,X,18683,0,40.7587350,-73.9589513
MN,10022,405 EAST 59 STREET,7,C,123109,64360,40.7594465,-73.9606113
MN,10022,47 EAST 60 STREET,8,X,3113,13046,40.7639918,-73.9698608
MN,10022,57 EAST 59 STREET,5,X,3682,8795,40.7633991,-73.9703845
MN,10065,48 EAST 62 STREET,8,X,5021,13908,40.7648810,-73.9692395
MN,10044,510 MAIN STREET,4,C,230012,804200,40.7618599,-73.9487228
SI,10306,102 CHAMPLAIN AVENUE,1,X,5000,1160,40.5606597,-74.1257143
SI,10306,312 TYSENS LANE,4,X,6800,2584,40.5676563,-74.1230999
SI,10305,630 HYLAN BOULEVARD,1,X,5200,2376,40.6044229,-74.0755370
QN,11411,115-22 210 STREET,1,O,3000,1440,40.6997695,-73.7440975
SI,10305,850 HYLAN BOULEVARD,8,X,766274,151080,40.5996146,-74.0702489
SI,10306,2900 AMBOY ROAD,8,X,653400,294320,40.5670935,-74.1257840
SI,10305,112 MACFARLAND AVENUE,8,X,5313,2340,40.5972786,-74.0705849
MN,10038,11 FULTON STREET,5,C,33348,128123,40.7067484,-74.0029359
MN,10038, SOUTH STREET,7,C,23350,23350,40.7062407,-74.0012299
MN,10038, FRONT STREET,7,C,1145,0,40.7070778,-74.0034698
MN,10038,207 FRONT STREET,4,C,24165,80000,40.7072726,-74.0033003
MN,10038,49 BEEKMAN STREET,8,C,1837,5926,40.7099405,-74.0054141
MN,10038,47 BEEKMAN STREET,8,X,2345,7540,40.7099707,-74.0054934
MN,10038,201 FRONT STREET,4,C,2896,11500,40.7070174,-74.0035094
MN,10038,1 PECK SLIP,8,O,17789,112362,40.7086341,-74.0019297
MN,10038,81 FULTON STREET,5,P,30332,463679,40.7095205,-74.0057964
MN,10038,60 GOLD STREET,9,C,5881,0,40.7090896,-74.0050714
MN,10038, SOUTH STREET,7,C,82775,0,40.7089086,-74.0003823
MN,10038, PEARL STREET,9,C,4034,0,40.7090678,-74.0013779
SI,10306,509 NEW DORP LANE,9,X,8989727,45570,40.5676667,-74.0980740
SI,10306,220 PETER AVENUE,1,X,12087,1350,40.5627375,-74.1180126
SI,10306,200 PENN AVENUE,8,X,88000,59500,40.5635883,-74.1181185
SI,10312,355 TENNYSON DRIVE,11,C,1700,0,40.5352411,-74.1478526
SI,10306,25 WAVECREST STREET,11,C,1800,0,40.5639155,-74.1001055
SI,10305,565 QUINCY AVENUE,1,X,1680,1000,40.5801693,-74.0804092
QN,11370,25-06 75 STREET,8,X,271400,173824,40.7613450,-73.8940026
QN,11385,78-31 76 STREET,1,X,1900,1740,40.7037192,-73.8727284
BK,11234,1427 EAST 65 STREET,1,X,4720,2288,40.6195671,-73.9143347
MN,10022,33 BEEKMAN PLACE,1,X,2000,7395,40.7535986,-73.9642999
SI,10306,634 NEW DORP LANE,8,X,19032,15500,40.5666252,-74.1025967
SI,10306,49 CEDAR GROVE AVENUE,5,X,13196,15244,40.5634225,-74.0989495
QN,11367,147-28 UNION TURNPIKE,2,X,1430,3430,40.7182773,-73.8140940
QN,11367,147-26 UNION TURNPIKE,2,X,1430,3430,40.7182555,-73.8141662
QN,11367,147-04 UNION TURNPIKE,2,X,1430,3430,40.7180126,-73.8150507
QN,11367,147-24 UNION TURNPIKE,2,X,1494,3412,40.7182501,-73.8142636
QN,11367,147-20 UNION TURNPIKE,2,X,1494,3412,40.7181956,-73.8144586
QN,11367,147-30 UNION TURNPIKE,2,X,1430,3430,40.7182964,-73.8140182
SI,10306,75 CEDAR GROVE AVENUE,8,X,3720,1765,40.5627606,-74.0994272
QN,11367,147-20 UNION TURNPIKE,2,X,1494,3412,40.7181492,-73.8146246
QN,11367,147-06 UNION TURNPIKE,2,X,1430,3430,40.7180317,-73.8149749
QN,11435,80-10 MAIN STREET,8,X,15800,2912,40.7171185,-73.8171743
QN,11367,147-10 UNION TURNPIKE,2,X,1494,3412,40.7180946,-73.8148232
QN,11367,147-12 UNION TURNPIKE,2,X,1494,3412,40.7181219,-73.8147221
QN,11367,147-08 UNION TURNPIKE,2,X,1430,3430,40.7180535,-73.8148991
QN,11432,150-75 GOETHALS AVENUE,8,X,175864,93591,40.7189205,-73.8095901
MN,10022,408 EAST 50 STREET,8,X,1800,5800,40.7535168,-73.9658447
MN,10022,17 BEEKMAN PLACE,8,X,2000,7306,40.7531157,-73.9646466
MN,10022,420 EAST 50 STREET,4,X,1800,4840,40.7533520,-73.9654514
MN,10022,37 BEEKMAN PLACE,1,X,2000,7813,40.7536974,-73.9642240
SI,10306,694 NEW DORP LANE,4,X,3880,3744,40.5658882,-74.1010875
MN,10022,417 EAST 50 STREET,8,X,1950,3275,40.7537774,-73.9653393
SI,10303,110 BRABANT STREET,3,O,487700,222300,40.6310683,-74.1636287
SI,10306,63 TARLTON STREET,11,C,2260,0,40.5526805,-74.1153032
MN,10029,15 EAST 97 STREET,8,X,7569,7832,40.7883215,-73.9540795
MN,10029,4 EAST 98 STREET,8,X,12615,58306,40.7887058,-73.9542129
MN,10029,50 EAST 98 STREET,8,X,30781,240000,40.7879585,-73.9524367
BK,11234,1 ROYCE PLACE,8,X,8308,1500,40.6249236,-73.9090719
BK,11234,2385 RALPH AVENUE,8,C,6800,14600,40.6198627,-73.9170107
SI,10303,311 GRANDVIEW AVENUE,3,O,453475,312400,40.6326607,-74.1633516
MN,10128,312 EAST 95 STREET,8,X,10465,101243,40.7829771,-73.9467674
BX,10468,2323 GRAND CONCOURSE,8,X,8950,12000,40.8582530,-73.9001672
BX,10468,2315 GRAND CONCOURSE,8,X,5200,6088,40.8580828,-73.9001169
BX,10468,2333 CRESTON AVENUE,2,X,5700,23030,40.8588928,-73.9004952
BX,10468,2323 CRESTON AVENUE,2,X,7875,27200,40.8586981,-73.9007088
BX,10468,2314 MORRIS AVENUE,2,X,8250,27375,40.8585943,-73.9012765
BX,10468,2386 MORRIS AVENUE,3,X,6805,30886,40.8600483,-73.9004465
BX,10468,2388 CRESTON AVENUE,3,X,9500,62535,40.8600719,-73.8992679
BX,10468,114 EAST 188 STREET,8,X,8702,15876,40.8616857,-73.8991498
BX,10453,1925 GRAND CONCOURSE,8,X,10895,13100,40.8502159,-73.9060422
BX,10457, ,3,X,10414,86173,40.8522911,-73.9029667
BK,11234,6809 AVENUE U,8,X,31900,26318,40.6188690,-73.9096313
BK,11234,6930 AVENUE T,8,X,34300,29789,40.6194925,-73.9100771
BX,10457,2001 ANTHONY AVENUE,10,X,1993,0,40.8513361,-73.9031380
BX,10457,264 ECHO PLACE,2,X,7125,30000,40.8492887,-73.9033542
BX,10457,220 EAST 178 STREET,4,X,5960,43291,40.8501155,-73.9041085
BX,10457,1800 TOPPING AVENUE,8,X,4275,6750,40.8468888,-73.9053818
BX,10457,203 EAST 175 STREET,2,X,7125,27500,40.8469506,-73.9070950
BX,10457,1814 WEEKS AVENUE,2,X,4245,9600,40.8472168,-73.9070801
BX,10457,1820 MONROE AVENUE,8,X,4799,4510,40.8471859,-73.9061874
BX,10457,1771 MONROE AVENUE,3,X,14250,98564,40.8459266,-73.9068362
BX,10457,1780 GRAND CONCOURSE,5,P,22879,243047,40.8461094,-73.9089322
BX,10457,250 EAST 176 STREET,3,X,11753,52000,40.8471711,-73.9049224
BX,10457,1776 WEEKS AVENUE,2,X,4750,17500,40.8463550,-73.9071536
BX,10457,1772 WEEKS AVENUE,2,X,4750,17500,40.8462178,-73.9071647
BX,10457,1750 MONROE AVENUE,2,X,2850,5100,40.8455172,-73.9063163
BX,10457,1764 TOPPING AVENUE,1,X,1900,2274,40.8458650,-73.9053869
BX,10457,1854 MONROE AVENUE,2,X,5963,22500,40.8479871,-73.9058863
BX,10457,314 EAST TREMONT AVENUE,10,X,9700,0,40.8482726,-73.9026834
BX,10457,1855 ANTHONY AVENUE,8,C,33886,79980,40.8483779,-73.9038110
BX,10457,1858 ANTHONY AVENUE,8,X,4447,2580,40.8482017,-73.9031426
BX,10457,1840 ANTHONY AVENUE,2,X,8386,29000,40.8477160,-73.9033565
BX,10457,1882 GRAND CONCOURSE,3,X,3902,41250,40.8487832,-73.9060912
QN,11370,72-02 31 AVENUE,8,X,225400,58725,40.7574787,-73.8951891
QN,11427,82-24 209 STREET,8,X,7310,2832,40.7301101,-73.7606215
QN,11374,90-14 63 DRIVE,8,X,2400,2052,40.7258384,-73.8647416
SI,10314,80 WELLINGTON COURT,9,X,81166,5352,40.5818348,-74.1577624
SI,10314,7 RACAL COURT,2,X,2992,3430,40.5866486,-74.1640924
QN,11411,115-27 208 STREET,1,O,3300,900,40.6993494,-73.7452820
QN,11411,209-26 NASHVILLE BOULEVARD,1,O,4000,2086,40.6987470,-73.7434451
QN,11429,113-44 SPRINGFIELD BLVD,1,O,2630,1560,40.7027575,-73.7411791
QN,11429,213-34 NASHVILLE BOULEVARD,1,O,2400,1056,40.7030190,-73.7415099
SI,10314,1272 ROCKLAND AVENUE,8,X,5017,1797,40.5943139,-74.1588973
QN,11364,210-10 UNION TURNPIKE,8,X,21412,11277,40.7331285,-73.7602282
QN,11427,80-02 209 STREET,8,X,5813,2589,40.7329428,-73.7620041
SI,10314,428 NOME AVENUE,8,X,11500,2880,40.5895001,-74.1642866
BX,10470,4364 KATONAH AVENUE,8,X,11000,11000,40.9008204,-73.8674567
SI,10314,2221 RICHMOND AVENUE,8,X,8761,12825,40.5927719,-74.1623863
BX,10470,4390 KATONAH AVENUE,8,X,10000,4410,40.9019048,-73.8676716
BX,10470,4351 VIREO AVENUE,8,X,11800,1768,40.9003025,-73.8634208
BK,11207,52 SUNNYSIDE AVENUE,2,X,5000,12000,40.6803693,-73.8942106
BK,11207,1755 BUSHWICK AVENUE,8,X,1765,3530,40.6788335,-73.8986800
BX,10470,4371 MARTHA AVENUE,8,X,10000,4000,40.9014168,-73.8657987
BK,11207,137 JAMAICA AVENUE,3,X,41608,47048,40.6797335,-73.8953004
BK,11207,155 JAMAICA AVENUE,8,X,7000,6799,40.6797412,-73.8947632
SI,10309,89 CLEARMONT AVENUE,1,X,5415,2134,40.5259323,-74.2071261
SI,10309,22 YESHIVA LANE,1,X,3116,1800,40.5275604,-74.2158363
BK,11207,179 JAMAICA AVENUE,8,X,9423,5550,40.6800042,-73.8941751
BX,10470,425 EAST 239 STREET,1,X,5000,1960,40.9008772,-73.8643854
BX,10470,433 EAST 240 STREET,8,X,27125,38268,40.9016403,-73.8644707
BX,10470,445 EAST 240 STREET,8,X,5130,5070,40.9015817,-73.8636243
BX,10453,112 HENWOOD PLACE,3,X,5258,29434,40.8472683,-73.9097294
BX,10453,1735 TOWNSEND AVENUE,3,X,10800,43905,40.8472316,-73.9119054
BX,10453,54 EAST 176 STREET,2,X,9727,37090,40.8481994,-73.9105125
BX,10453,1752 WALTON AVENUE,3,X,9858,69344,40.8471561,-73.9101995
BX,10453,1785 TOWNSEND AVENUE,2,X,12791,48753,40.8482685,-73.9111088
BX,10453,1788 TOWNSEND AVENUE,8,X,5000,2500,40.8480238,-73.9106465
BX,10453,1761 WALTON AVENUE,3,X,12500,113683,40.8475736,-73.9105495
BX,10453,1775 WALTON AVENUE,3,X,11500,62685,40.8478616,-73.9103431
BX,10453,1707 TOWNSEND AVENUE,8,X,2250,4562,40.8465896,-73.9123002
SI,10314,19 VEDDER AVENUE,8,X,8555,7363,40.6223429,-74.1493064
SI,10314,55 MADISON AVENUE,1,X,5480,2244,40.6171913,-74.1552021
SI,10309,54 SCUDDER AVENUE,1,M,13161,2660,40.5271094,-74.2058456
SI,10309,245 VOGEL AVENUE,1,M,5600,1144,40.5273912,-74.2063680
SI,10309,433 ALBOURNE AVENUE,1,X,4575,2528,40.5288597,-74.2063510
SI,10309,17 IGROS COURT,1,X,2881,1800,40.5279620,-74.2154059
SI,10309,12 YESHIVA LANE,1,X,2255,1800,40.5278127,-74.2159522
SI,10314,23 LANDER AVENUE,1,X,6000,1787,40.6133892,-74.1596163
SI,10309,131 BLOOMINGDALE ROAD,1,X,4275,1800,40.5274942,-74.2160303
SI,10309,25 IGROS COURT,1,X,2953,1800,40.5278386,-74.2153588
SI,10309,1870 DRUMGOOLE ROAD EAST,8,X,315869,46174,40.5273989,-74.2141775
SI,10309,15 YESHIVA LANE,1,X,2300,1800,40.5279749,-74.2158412
SI,10309,23 SUTTER PLACE,1,X,8740,4734,40.5274192,-74.2150660
SI,10309,10 YESHIVA LANE,1,X,2418,1800,40.5279334,-74.2160102
SI,10309,145 BLOOMINGDALE ROAD,1,X,2443,1800,40.5278782,-74.2161790
SI,10309,135 BLOOMINGDALE ROAD,1,X,2425,1800,40.5276368,-74.2160775
SI,10309,27 YESHIVA LANE,1,X,2995,1800,40.5275964,-74.2156637
SI,10309,10 IGROS COURT,1,X,2511,1800,40.5280274,-74.2156687
SI,10309,22 IGROS COURT,1,X,3244,1800,40.5276544,-74.2154949
SI,10309,141 BLOOMINGDALE ROAD,1,X,2228,1800,40.5277603,-74.2161175
SI,10309,25 YESHIVA LANE,1,X,2139,1800,40.5277363,-74.2157361
SI,10309,6135 AMBOY ROAD,1,X,7625,1480,40.5248001,-74.2109139
QN,11691,19-15 SEAGIRT BOULEVARD,3,X,30525,120278,40.5947722,-73.7538367
QN,11691,202 BEACH 30 STREET,8,X,9500,2475,40.5949909,-73.7625606
SI,10314,1641 RICHMOND AVENUE,8,X,102149,72050,40.6080784,-74.1613179
QN,11692,2-15 BEACH 77 STREET,8,X,5021,6859,40.5888202,-73.8046503
SI,10314,38 CALCAGNO COURT,11,X,8095,0,40.6092739,-74.1602763
QN,11693,328 BEACH 85 STREET,8,X,6521,3200,40.5902195,-73.8108536
QN,11435,137-02 83 AVENUE,8,X,200000,181790,40.7116744,-73.8199018
QN,11693,308 CROSS BAY PARKWAY,8,X,45430,6188,40.5874104,-73.8169246
BX,10456,1240 CLAY AVENUE,2,O,3220,11345,40.8330344,-73.9099583
BX,10456,1232 CLAY AVENUE,2,O,3220,11345,40.8328314,-73.9100706
QN,11693,318 BEACH 85 STREET,8,X,7635,3350,40.5898434,-73.8108294
QN,11693,219 BEACH 86 STREET,8,X,17500,4000,40.5881237,-73.8116228
BX,10456,1265 COLLEGE AVENUE,2,X,4250,15565,40.8345680,-73.9126015
BX,10456,1259 COLLEGE AVENUE,2,X,4250,14965,40.8344391,-73.9126776
BX,10456,1269 COLLEGE AVENUE,2,X,4250,14965,40.8346915,-73.9125291
BX,10456,1273 WEBSTER AVENUE,2,X,3600,11750,40.8338435,-73.9091369
BX,10456,1268 CLAY AVENUE,2,X,3220,11345,40.8337450,-73.9095563
BX,10456,1245 WEBSTER AVENUE,4,X,2600,7420,40.8331878,-73.9095064
BX,10456,1252 CLAY AVENUE,2,O,3220,11345,40.8333390,-73.9097881
BX,10456,1225 WEBSTER AVENUE,4,X,2800,12960,40.8325293,-73.9098759
BX,10456,1236 CLAY AVENUE,2,O,3220,11345,40.8329329,-73.9100163
QN,11435,80-20 134 STREET,8,C,90360,142000,40.7150083,-73.8245822
QN,11435,138-07 COOLIDGE AVENUE,1,X,3476,2656,40.7156204,-73.8210058
BX,10456,1228 CLAY AVENUE,2,O,3213,11345,40.8327299,-73.9101286
BX,10456,1191 CLAY AVENUE,2,X,3866,11500,40.8323820,-73.9109494
BX,10456,1186 CLAY AVENUE,2,X,3120,10980,40.8316627,-73.9107227
BX,10456,1171 CLAY AVENUE,2,X,3960,11500,40.8318278,-73.9112681
BX,10456,1179 CLAY AVENUE,2,X,3960,11500,40.8320472,-73.9111413
BX,10456,1175 CLAY AVENUE,2,X,3960,11500,40.8319375,-73.9112065
BX,10456,275 EAST 168 STREET,4,X,4000,18936,40.8337178,-73.9134772
QN,11693,2-48 BEACH 79 STREET,1,C,3168,3681,40.5896829,-73.8051375
QN,11435,81-10 135 STREET,3,X,59388,164229,40.7146966,-73.8235550
BX,10458,355 EAST 184 STREET,4,X,28375,120000,40.8580401,-73.8952945
BX,10458,2347 WEBSTER AVENUE,3,X,25000,143000,40.8578586,-73.8949513
BX,10458,2244 TIEBOUT AVENUE,4,O,160000,298964,40.8563259,-73.8967251
QN,11693,81-04 ROCKAWAY BEACH BLVD,3,O,616672,666256,40.5888088,-73.8093094
BX,10457,2240 TIEBOUT AVENUE,2,X,13000,45445,40.8555774,-73.8975866
BX,10457,2251 WEBSTER AVENUE,11,O,3400,0,40.8555955,-73.8964009
BX,10458, WEBSTER AVENUE,11,O,10000,0,40.8561551,-73.8960385
BX,10458,2416 VALENTINE AVENUE,8,X,3800,9000,40.8597924,-73.8966040
BX,10458,2474 MARION AVENUE,2,X,5390,25025,40.8606760,-73.8933996
QN,11693,150 BEACH 84 STREET,3,X,424375,830280,40.5858805,-73.8112115
QN,11693,131 BEACH 84 STREET,8,X,83303,38330,40.5863769,-73.8092767
QN,11693,188 BEACH 84 STREET,8,X,22434,5000,40.5872280,-73.8093895
BX,10458,2466 MARION AVENUE,3,X,10349,56160,40.8605032,-73.8935445
BX,10458,2510 MARION AVENUE,8,X,34761,89300,40.8611038,-73.8929723
BX,10458,2401 TIEBOUT AVENUE,8,X,3336,4435,40.8595806,-73.8961741
QN,11693,BEACH 84 STREET,11,X,26696,0,40.5873308,-73.8101849
QN,11692,150 BEACH 77 STREET,3,X,451900,545213,40.5873368,-73.8055620
QN,11692,7600 SHORE FRONT PARKWAY,3,X,376500,545163,40.5876069,-73.8029689
QN,11692,74-05 ROCKAWAY BEACH BLVD,8,X,11375,10464,40.5884345,-73.8022104
BX,10458,331 EAST 187 STREET,8,X,5900,17175,40.8598050,-73.8954327
BX,10458,260 EAST 188 STREET,8,X,55284,204433,40.8604232,-73.8961041
BX,10458,316 EAST 187 STREET,1,X,1782,3052,40.8596546,-73.8960367
BX,10456,1257 COLLEGE AVENUE,8,X,2125,1800,40.8343458,-73.9127319
BX,10456,1254 MORRIS AVENUE,2,X,3950,13993,40.8344119,-73.9130679
BX,10456,1241 WEBSTER AVENUE,2,X,2600,7420,40.8330561,-73.9095789
BX,10456,1267 WEBSTER AVENUE,2,X,3600,11750,40.8337529,-73.9091876
BX,10456,1248 CLAY AVENUE,2,O,3220,11345,40.8332374,-73.9098424
QN,11693,92-25 ROCKAWAY BEACH BLVD,8,C,22500,13000,40.5858775,-73.8160935
QN,11418,130-45 91 AVENUE,6,M,8500,5000,40.6989314,-73.8187641
QN,11423,193-10 99 AVENUE,11,X,2000,0,40.7099572,-73.7655922
QN,11423,193-16 99 AVENUE,8,X,5000,2990,40.7100198,-73.7653359
QN,11418,130-41 90 AVENUE,11,C,2000,0,40.6994241,-73.8196752
QN,11418,130-20 89 ROAD,8,X,5000,16454,40.6995594,-73.8201509
QN,11412,192-07 104 AVENUE,1,O,4000,1606,40.7073056,-73.7655114
QN,11412,194-03 104 AVENUE,1,X,6000,1682,40.7077856,-73.7639840
QN,11418,90-28 VAN WYCK EXPRESSWAY,8,X,31400,47863,40.6996595,-73.8157796
QN,11418,89-15 134 STREET,1,X,3600,1393,40.7005103,-73.8174543
QN,11418,134-14 JAMAICA AVENUE,5,X,80000,487000,40.7018084,-73.8173245
QN,11418,89-05 134 STREET,1,X,2250,1984,40.7007878,-73.8176122
QN,11418,89-19 134 STREET,5,X,3600,2260,40.7004059,-73.8173969
QN,11418,89-38 134 STREET,8,X,3760,1672,40.6997804,-73.8176042
QN,11418,89-56 135 STREET,8,X,3600,2891,40.6995180,-73.8165446
QN,11418,89-54 135 STREET,1,X,3600,1480,40.6996196,-73.8166020
QN,11418,89-40 135 STREET,8,X,57600,135350,40.6999633,-73.8169689
QN,11418,89-02 135 STREET,8,X,25250,82000,40.7007104,-73.8173095
QN,11418,130-15 89 ROAD,8,X,11349,19176,40.6998783,-73.8205179
QN,11420,150-19 125 STREET,1,X,3000,1892,40.6650419,-73.8155040
QN,11423,100-40 196 STREET,1,X,6000,1836,40.7084611,-73.7628093
QN,11418,89-58 134 STREET,5,X,3760,3452,40.6992421,-73.8174037
QN,11418,134-09 91 AVENUE,1,X,2000,1200,40.6993094,-73.8165235
QN,11418,134-07 91 AVENUE,1,X,2000,1088,40.6992875,-73.8165921
QN,11418,89-59 134 STREET,5,X,4000,1560,40.6992768,-73.8167833
QN,11423,190-36 103 AVENUE,1,X,4000,1320,40.7074359,-73.7661674
BX,10469,3475 BRUNER AVENUE,1,X,2753,3309,40.8791684,-73.8419660
BX,10469,3473 BRUNER AVENUE,2,X,2468,3543,40.8791107,-73.8419192
BX,10452,141 FEATHERBED LANE,8,X,10088,12914,40.8464774,-73.9203749
BX,10452,1600 NELSON AVENUE,2,X,6301,26650,40.8463421,-73.9190883
BX,10453,1635 GRAND AVENUE,1,X,1155,2092,40.8469625,-73.9154298
BX,10453,1631 MACOMBS ROAD,2,X,1694,3501,40.8468455,-73.9169010
BX,10453,1628 UNIVERSITY AVENUE,2,X,4941,13750,40.8473302,-73.9191594
BX,10453,1695 GRAND AVENUE,3,X,15480,75000,40.8484082,-73.9144701
QN,11412,195-15 104 AVENUE,8,X,21700,3780,40.7081480,-73.7627347
QN,11423,194-04 99 AVENUE,4,X,1600,1650,40.7101069,-73.7649569
QN,11423,99-19 194 STREET,1,O,4000,2086,40.7097166,-73.7647057
BX,10469,3027 EDSON AVENUE,1,O,1709,1674,40.8726408,-73.8355562
BX,10453,54 WEST 175 STREET,9,X,4900,0,40.8478845,-73.9151431
BX,10453,66 WEST 176 STREET,2,X,4942,18920,40.8486201,-73.9152072
BX,10453,1658 UNIVERSITY AVENUE,2,X,12000,20400,40.8478482,-73.9180889
BX,10453,1632 UNIVERSITY AVENUE,2,X,6134,25100,40.8474179,-73.9190220
BX,10453,1636 UNIVERSITY AVENUE,2,X,5922,20455,40.8475194,-73.9188664
BX,10453,108 WEST 174 STREET,8,P,10000,11000,40.8467560,-73.9183180
BX,10453,1640 UNIVERSITY AVENUE,2,X,5704,20635,40.8476208,-73.9187181
BX,10453,47 WEST 175 STREET,3,X,4900,23250,40.8481558,-73.9146331
BX,10453,44 WEST 175 STREET,3,X,5163,26291,40.8478843,-73.9148431
BX,10469,3021 ELY AVENUE,8,X,16032,9750,40.8721520,-73.8373256
BX,10469,2906 ELY AVENUE,1,X,2375,2040,40.8702449,-73.8357321
BX,10453,1630 MACOMBS ROAD,3,X,11450,41400,40.8469108,-73.9160624
BX,10453,62 WEST 176 STREET,2,X,4942,7680,40.8485871,-73.9150374
BX,10452,65 FEATHERBED LANE,3,P,9550,37500,40.8466672,-73.9170747
BX,10453,100 WEST 174 STREET,4,X,7500,37300,40.8468242,-73.9178336
BX,10453,1674 MACOMBS ROAD,3,X,15794,72000,40.8479920,-73.9157538
BX,10453,1696 NELSON AVENUE,2,X,2985,3150,40.8479187,-73.9169539
BX,10453,1700 UNIVERSITY AVENUE,2,X,5000,23900,40.8481665,-73.9179801
BX,10469,1915 BARTOW AVENUE,8,X,23104,18736,40.8684893,-73.8344637
BX,10469,2851 GRACE AVENUE,1,X,4316,3525,40.8690111,-73.8347372
BX,10469,2904 ELY AVENUE,1,X,2375,2040,40.8701790,-73.8357033
BX,10469,2902 ELY AVENUE,1,X,2375,2040,40.8701159,-73.8356709
BX,10469,3122 EDSON AVENUE,8,X,4033,1500,40.8745709,-73.8359492
QN,11691,19-25 SEAGIRT BOULEVARD,3,X,65583,144202,40.5942516,-73.7542959
QN,11691,155 BEACH 19 STREET,3,X,56860,145703,40.5941788,-73.7536373
BX,10469,3469 BRUNER AVENUE,2,X,4045,3720,40.8789788,-73.8418110
BK,11235,EAST 26 STREET,11,C,1259,0,40.5898672,-73.9434649
BX,10469,2900 ELY AVENUE,1,X,2375,2040,40.8700527,-73.8356422
BX,10469,3471 BRUNER AVENUE,2,X,2346,3456,40.8790558,-73.8418723
QN,11379,68-02 METROPOLITAN AVENUE,8,X,82000,227500,40.7107128,-73.8884742
QN,11377,68-10 31 AVENUE,8,X,21500,17280,40.7576548,-73.8986720
QN,11434,134-45 173 STREET,1,X,3300,1968,40.6737914,-73.7679797
SI,10312,4747 AMBOY ROAD,8,X,268076,26800,40.5404389,-74.1702895
SI,10312, HUGUENOT AVENUE,11,C,6075,0,40.5334954,-74.1922884
SI,10312,5371 AMBOY ROAD,8,X,398404,66484,40.5340125,-74.1900126
SI,10312,672 DRUMGOOLE ROAD EAST,8,X,8000,900,40.5449373,-74.1812428
SI,10312,205 JEFFERSON BOULEVARD,8,X,12000,3600,40.5448271,-74.1815483
BK,11233,2354 ATLANTIC AVENUE,2,X,7996,16024,40.6758267,-73.9070017
